選舉年度,選舉別,選舉類別,屆任次,投票日期,地區,號次,姓名,性別,出生年次,推薦政黨,得票數,得票率,當選否,是否現任,副手姓名,副手性別,副手出生年次
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,桃園縣,01,黃玉嬌,F,1919,無黨籍及未經政黨推薦,16102,2.67,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,桃園縣,02,黃木添,M,1936,無黨籍及未經政黨推薦,131088,21.74,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,桃園縣,03,張勝勛,M,1950,民主進步黨,218688,36.27,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,桃園縣,04,劉邦友,M,1942,中國國民黨,237070,39.32,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹縣,01,周細滿,M,1947,無黨籍及未經政黨推薦,13099,6.71,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹縣,02,范振宗,M,1942,民主進步黨,97688,50.04,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹縣,03,鄭永金,M,1948,中國國民黨,84440,43.25,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,苗栗縣,01,張秋華,M,1936,中國國民黨,96288,33.58,N,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,苗栗縣,02,何智輝,M,1950,無黨籍及未經政黨推薦,109676,38.25,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,苗栗縣,03,黎明光,M,1943,無黨籍及未經政黨推薦,2088,0.73,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,苗栗縣,04,葉英秀,M,1935,無黨籍及未經政黨推薦,4469,1.56,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,苗栗縣,05,黃瑞明,M,1947,無黨籍及未經政黨推薦,1392,0.49,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,苗栗縣,06,傅文政,M,1941,民主進步黨,72828,25.4,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺中縣,01,楊嘉猷,M,1933,民主進步黨,247340,41.11,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺中縣,02,廖了以,M,1947,中國國民黨,354301,58.89,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,彰化縣,01,阮剛猛,M,1950,中國國民黨,298567,52.81,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,彰化縣,02,洪英花,F,1957,無黨籍及未經政黨推薦,27957,4.94,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,彰化縣,03,白忠信,M,1950,無黨籍及未經政黨推薦,7984,1.41,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,彰化縣,04,周清玉,F,1943,民主進步黨,230904,40.84,N,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,南投縣,01,林源朗,M,1939,中國國民黨,119384,49.54,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,南投縣,02,許榮淑,F,1939,民主進步黨,51762,21.48,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,南投縣,03,陳啟吉,M,1940,無黨籍及未經政黨推薦,69839,28.98,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,雲林縣,01,陳錫章,M,1933,中國國民黨,10654,3.48,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,雲林縣,02,蘇洪月嬌,F,1931,民主進步黨,143459,46.88,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,雲林縣,03,廖泉裕,M,1938,中國國民黨,151897,49.64,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義縣,01,何嘉榮,M,1944,民主進步黨,91034,32.04,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義縣,02,李雅景,M,1948,中國國民黨,103991,36.6,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義縣,03,黃福卿,M,1937,無黨籍及未經政黨推薦,1174,0.41,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義縣,04,陳適庸,M,1948,中國國民黨,84651,29.79,N,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義縣,05,黃輝鍠,M,1935,民主進步黨,3266,1.15,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南縣,01,黃秀孟,F,1943,中國國民黨,218509,42.85,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南縣,02,黃丁全,M,1948,無黨籍及未經政黨推薦,16097,3.16,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南縣,03,陳唐山,M,1935,民主進步黨,275317,53.99,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,高雄縣,01,蘇秋鎮,M,1935,無黨籍及未經政黨推薦,4211,0.77,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,高雄縣,02,余政憲,M,1959,民主進步黨,281542,51.31,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,高雄縣,03,鄭德耀,M,1951,無黨籍及未經政黨推薦,4468,0.81,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,高雄縣,04,黃八野,M,1943,中國國民黨,258456,47.11,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,屏東縣,01,伍澤元,M,1945,中國國民黨,226792,50.93,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,屏東縣,02,張文安,M,1937,無黨籍及未經政黨推薦,707,0.16,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,屏東縣,03,李景雯,M,1947,無黨籍及未經政黨推薦,3340,0.75,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,屏東縣,04,蘇貞昌,M,1947,民主進步黨,214495,48.16,N,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺東縣,01,陳益南,M,1937,無黨籍及未經政黨推薦,30385,30.79,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺東縣,02,唐明超,M,1932,無黨籍及未經政黨推薦,629,0.64,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺東縣,03,陳建年,M,1947,中國國民黨,67674,68.57,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,花蓮縣,01,陳永興,M,1950,民主進步黨,45366,30.68,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,花蓮縣,02,林榮輝,M,1947,無黨籍及未經政黨推薦,13315,9.01,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,花蓮縣,03,王慶豐,M,1933,中國國民黨,89171,60.31,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,澎湖縣,01,郭天佑,M,1950,中國國民黨,18493,42.44,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,澎湖縣,02,高植澎,M,1954,民主進步黨,25085,57.56,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,基隆市,01,林水木,M,1937,中國國民黨,92786,54.66,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,基隆市,02,王拓,M,1943,民主進步黨,76967,45.34,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹市,01,童勝男,M,1943,中國國民黨,82883,55.13,Y,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹市,02,吳秋穀,M,1950,民主進步黨,40407,26.88,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹市,03,謝啟大,F,1948,新黨,15125,10.06,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,新竹市,04,任富勇,M,1941,無黨籍及未經政黨推薦,11919,7.93,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺中市,01,林俊義,M,1937,民主進步黨,138289,41.87,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺中市,02,林柏榕,M,1935,中國國民黨,191988,58.13,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義市,01,張文英,F,1938,無黨籍及未經政黨推薦,60111,56.39,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義市,02,江義雄,M,1944,中國國民黨,46067,43.22,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,嘉義市,03,郭健權,M,1941,無黨籍及未經政黨推薦,421,0.39,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南市,01,蔡介雄,M,1939,民主進步黨,105673,30.28,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南市,02,陳源奇,M,1940,無黨籍及未經政黨推薦,1250,0.36,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南市,03,林南生,M,1951,無黨籍及未經政黨推薦,55153,15.8,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南市,04,郭倍宏,M,1955,無黨籍及未經政黨推薦,25925,7.43,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,臺南市,05,施治明,M,1952,中國國民黨,161017,46.13,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,金門縣,01,李炷烽,M,1953,中國國民黨,7977,39.19,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,金門縣,02,陳永財,M,1938,中國國民黨,2692,13.23,N,N,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,金門縣,03,陳水在,M,1948,中國國民黨,9685,47.58,Y,Y,,,
1993,第 12 屆 縣(市)長選舉,縣(市)長選舉,12,1993-11-27,連江縣,01,曹常順,M,1943,中國國民黨,2001,100,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺北縣,01,謝深山,M,1939,中國國民黨,543516,38.67,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺北縣,02,周荃,F,1956,無黨籍及未經政黨推薦,32373,2.3,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺北縣,03,楊泰順,M,1953,新黨,32902,2.34,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺北縣,04,林志嘉,M,1957,無黨籍及未經政黨推薦,154590,11,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺北縣,05,蘇貞昌,M,1947,民主進步黨,571658,40.67,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺北縣,06,廖學廣,M,1954,無黨籍及未經政黨推薦,70619,5.02,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,宜蘭縣,01,廖風德,M,1951,中國國民黨,104744,46.17,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,宜蘭縣,02,劉守成,M,1951,民主進步黨,122114,53.83,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,桃園縣,01,呂秀蓮,F,1944,民主進步黨,375500,56.2,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,桃園縣,02,陳根德,M,1955,中國國民黨,286993,42.96,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,桃園縣,03,徐運德,M,1930,社會改革黨,5619,0.84,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹縣,01,徐能安,M,1944,無黨籍及未經政黨推薦,1424,0.73,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹縣,02,邱鏡淳,M,1949,無黨籍及未經政黨推薦,59393,30.26,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹縣,03,鄭永金,M,1949,中國國民黨,64551,32.89,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹縣,04,林光華,M,1944,民主進步黨,70879,36.12,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,苗栗縣,01,傅學鵬,M,1949,無黨籍及未經政黨推薦,153528,54.8,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,苗栗縣,02,何智輝,M,1950,中國國民黨,99109,35.37,N,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,苗栗縣,03,黃達業,M,1957,新黨,15871,5.66,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,苗栗縣,04,徐進榮,M,1945,民主進步黨,11678,4.17,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中縣,01,錢文南,M,1953,建國黨,5950,1,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中縣,02,陳欽隆,M,1956,無黨籍及未經政黨推薦,10804,1.82,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中縣,03,郭榮振,M,1949,中國國民黨,173667,29.26,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中縣,04,徐中雄,M,1957,中國國民黨,144427,24.33,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中縣,05,劉銓忠,M,1942,無黨籍及未經政黨推薦,35533,5.99,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中縣,06,廖永來,M,1956,民主進步黨,223222,37.6,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,彰化縣,01,張榮昌,M,1953,無黨籍及未經政黨推薦,10443,1.78,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,彰化縣,02,阮剛猛,M,1950,中國國民黨,290335,49.56,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,彰化縣,03,翁金珠,F,1947,民主進步黨,285058,48.66,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,南投縣,01,林宗男,M,1942,民主進步黨,76689,30.8,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,南投縣,02,許惠祐,M,1952,中國國民黨,74966,30.11,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,南投縣,03,彭百顯,M,1949,無黨籍及未經政黨推薦,78690,31.61,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,南投縣,04,陳振盛,M,1950,新黨,18066,7.26,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,南投縣,05,吳清江,M,1936,無黨籍及未經政黨推薦,559,0.22,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,雲林縣,01,蘇文雄,M,1943,中國國民黨,125376,34.93,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,雲林縣,02,歐明憲,M,1947,無黨籍及未經政黨推薦,6882,1.92,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,雲林縣,03,張榮味,M,1957,無黨籍及未經政黨推薦,122166,34.04,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,雲林縣,04,廖大林,M,1936,民主進步黨,104499,29.11,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,嘉義縣,01,李雅景,M,1949,中國國民黨,136161,53.26,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,嘉義縣,02,何嘉榮,M,1944,民主進步黨,119499,46.74,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南縣,01,陳唐山,M,1935,民主進步黨,328641,65.73,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南縣,02,洪玉欽,M,1942,中國國民黨,171357,34.27,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,高雄縣,01,鄭德耀,M,1951,無黨籍及未經政黨推薦,10575,2.01,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,高雄縣,02,余政憲,M,1959,民主進步黨,271989,51.74,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,高雄縣,03,黃鴻都,M,1961,中國國民黨,234960,44.69,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,高雄縣,04,林景元,M,1925,無黨籍及未經政黨推薦,8201,1.56,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,屏東縣,01,蘇嘉全,M,1956,民主進步黨,227506,55.42,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,屏東縣,02,李景雯,M,1929,無黨籍及未經政黨推薦,12867,3.13,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,屏東縣,03,曾永權,M,1947,中國國民黨,170154,41.45,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺東縣,01,徐慶元,M,1957,無黨籍及未經政黨推薦,47340,46.63,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺東縣,02,陳建年,M,1946,中國國民黨,48365,47.64,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺東縣,03,黃昭輝,M,1946,民主進步黨,5818,5.73,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,花蓮縣,01,王慶豐,M,1933,中國國民黨,72456,56.76,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,花蓮縣,02,游盈隆,M,1957,民主進步黨,55194,43.24,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,澎湖縣,01,賴峰偉,M,1952,中國國民黨,20946,57.53,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,澎湖縣,02,許丕龍,M,1939,民主進步黨,15461,42.47,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,基隆市,01,李進勇,M,1950,民主進步黨,73398,42.75,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,基隆市,02,劉文雄,M,1954,中國國民黨,65176,37.97,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,基隆市,03,許財利,M,1947,無黨籍及未經政黨推薦,33099,19.28,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹市,01,林志成,M,1961,中國國民黨,62017,42.79,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹市,02,蔡仁堅,M,1951,民主進步黨,81328,56.11,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,新竹市,03,王少泉,M,1942,無黨籍及未經政黨推薦,1593,1.1,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中市,01,張溫鷹,F,1950,民主進步黨,179461,49.57,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中市,02,鄭邦鎮,M,1947,建國黨,6622,1.83,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中市,03,洪昭男,M,1943,中國國民黨,149438,41.28,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺中市,04,宋艾克,M,1953,新黨,26515,7.32,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,嘉義市,01,江義雄,M,1944,中國國民黨,49551,42.52,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,嘉義市,02,蔡鴻章,M,1959,民主進步黨,6350,5.45,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,嘉義市,03,張博雅,F,1942,無黨籍及未經政黨推薦,58544,50.23,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,嘉義市,04,臧汀生,M,1950,建國黨,2103,1.8,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,01,方金海,M,1955,無黨籍及未經政黨推薦,4699,1.45,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,02,許添財,M,1951,無黨籍及未經政黨推薦,64228,19.77,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,03,高家俊,M,1949,新黨,4737,1.46,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,04,林南生,M,1952,中國國民黨,68124,20.97,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,05,陳榮盛,M,1946,中國國民黨,57854,17.81,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,06,林壽宏,M,1940,無黨籍及未經政黨推薦,9097,2.8,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,臺南市,07,張燦鍙,M,1936,民主進步黨,116145,35.75,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,金門縣,01,陳水在,M,1948,中國國民黨,13146,58.61,Y,Y,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,金門縣,02,李炷烽,M,1953,新黨,9285,41.39,N,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,連江縣,01,劉立群,M,1951,中國國民黨,2246,61,Y,N,,,
1997,第 13 屆 縣(市)長選舉,縣(市)長選舉,13,1997-11-29,連江縣,02,曹原彰,M,1948,新黨,1436,39,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺北縣,01,王建火宣,M,1938,新黨,820808,48.16,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺北縣,02,邵建興,M,1959,無黨籍及未經政黨推薦,3972,0.23,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺北縣,03,石翊靖,M,1950,無黨籍及未經政黨推薦,4913,0.29,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺北縣,04,蘇貞昌,M,1947,民主進步黨,874495,51.31,Y,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,宜蘭縣,01,朱振東,M,1952,無黨籍及未經政黨推薦,1885,0.9,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,宜蘭縣,02,劉守成,M,1951,民主進步黨,106313,50.88,Y,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,宜蘭縣,03,林錦坤,M,1964,無黨籍及未經政黨推薦,2178,1.04,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,宜蘭縣,04,呂國華,M,1956,中國國民黨,98574,47.18,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,桃園縣,01,彭紹瑾,M,1956,民主進步黨,353568,44.2,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,桃園縣,02,朱立倫,M,1960,中國國民黨,441827,55.24,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,桃園縣,03,莊志忠,M,1935,無黨籍及未經政黨推薦,4509,0.56,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,新竹縣,01,林光華,M,1944,民主進步黨,97420,46.39,N,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,新竹縣,02,鄭永金,M,1949,中國國民黨,112595,53.61,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,苗栗縣,01,魏早炳,M,1941,民主進步黨,61742,23.55,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,苗栗縣,02,傅學鵬,M,1951,無黨籍及未經政黨推薦,135786,51.8,Y,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,苗栗縣,03,李佳穆,M,1949,無黨籍及未經政黨推薦,2016,0.77,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,苗栗縣,04,徐享崑,M,1953,中國國民黨,62613,23.88,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺中縣,01,林敏霖,M,1948,無黨籍及未經政黨推薦,62369,9.49,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺中縣,02,黃仲生,M,2001,中國國民黨,325117,49.48,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺中縣,03,廖永來,M,1955,民主進步黨,269548,41.02,N,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,彰化縣,01,鄭秀珠,F,1969,親民黨,39056,6.37,N,N,,,
